name,county,latitude,longitude,year,acres,structures
Red Bank Fire,Tehama,40.12,-122.64,2019,8838,2
Saddle Ridge Fire,Los Angeles,34.32988,-118.48161,2019,8799,19
Lone Fire,Modoc,41.748,-121.056,2019,5737,
Briceburg Fire,Mariposa,37.604638,-119.96606,2019,5563,1
South Fire,Tehama,40.109,-122.789,2019,5332,
Springs Fire,Mono,37.826,-118.872,2019,4840,
Tick Fire,Los Angeles,34.472778,-118.368056,2019,4615,22
Caples Fire,El Dorado,38.724,-120.145,2019,3435,
R-1 Fire,Lassen,40.593,-120.581,2019,3380,
Cave Fire (No Longer a CAL FIRE Incident),Santa Barbara,34.5025,-119.785,2019,3126,
Lonoak Fire,Monterey,36.28426,-120.94771,2019,2546,
Ranch Fire,Tehama,40.036379,-122.637837,2019,2534,
Sand Fire,Yolo,38.88978,-122.23922,2019,2512,7
Refuge Fire,Kern,35.72057,-119.62762,2019,2500,
Long Valley Fire ,Lassen,39.892222,-120.029722,2019,2438,
Rock Fire,Stanislaus,37.46577,-121.28312,2019,2422,
Cow Fire,Inyo,36.284,-118.228,2019,1975,
Tenaja,Riverside,33.528469,-117.273157,2019,1926,0
Lime Fire,Siskiyou,41.862237,-122.662258,2019,1872,
McMillan Fire,San Luis Obispo,35.66318,-120.41128,2019,1764,
Border 8 Fire,Mexico,32.573437,-116.658735,2019,1507,
West Butte Fire,Sutter,39.28926,-121.85906,2019,1350,
Ward Fire,State of Oregon,42.033,-122.175,2019,1301,
Jasper Fire,State of Nevada,39.631945,-119.769881,2019,1165,
Boulder Fire,San Luis Obispo,35.343761,-119.913717,2019,1127,
W1 McDonald Fire,Lassen,40.943799,-120.275298,2019,1020,
Gillis Fire,San Luis Obispo,35.63111111,-120.2691667,2019,974,
Belmont Fire,San Luis Obispo,35.30759,-119.96498,2019,835,
Marsh Complex,Contra Costa,37.908362,-121.872941,2019,757,
Creek Fire,Tulare,36.40193,-119.030621,2019,756,0
Getty Fire ,Los Angeles,34.098191,-118.478717,2019,745,
Burris Fire,Mendocino,39.22431,-123.12887,2019,703,
Baseline Fire ,Placer,38.751648,-121.432636,2019,604,
Mountain Fire,Shasta,40.715556,-122.241944,2019,600,14
Stuhr Fire,Stanislaus,37.25988,-121.09375,2019,600,
American Fire,Napa,38.165873,-122.211671,2019,526,1
Jerry Fire,Riverside,33.919507,-117.103765,2019,525,
Horseshoe Fire ,Riverside,33.4853,-117.043723,2019,520,
Swedes Fire,Butte,39.45296,-121.412619,2019,496,2
Caliente Fire,San Diego,32.575556,-117.026667,2019,448,
Mesa Fire ,Kern,35.60989,-118.41204,2019,448,
Hunter Fire,Mariposa,37.532028,-120.208019,2019,423,
Real Fire,Santa Barbara,34.484722,-120.190833,2019,420,
Broder Fire,Tulare,36.151,-118.185,2019,381,
Reche Fire,Riverside,33.975405,-117.207068,2019,350,1
46 Fire,Riverside,33.985972,-117.414111,2019,328,
Lake Fire,Monterey,35.908333,-120.984167,2019,316,
Hwy Fire,Butte,39.622137,-121.693472,2019,300,
Hollow Fire,San Joaquin,37.63206,-121.538382,2019,283,
Rams Horn Fire,Trinity,41.150392,-122.634108,2019,280,
Mill Fire,Monterey,36.008889,-121.466944,2019,280,
Snail Fire,Ventura,34.71011,-119.3547,2019,279,
Snowstorm Fire,Lassen,40.679318,-120.392768,2019,263,
R-6 Fire,Lassen,44.734,-120.606,2019,260,
Citrus Fire,Tulare,36.18479,-118.99229,2019,257,
Sycamore Fire,Riverside,33.9369,-117.3063,2019,250,
Henthorne Fire,Trinity,40.062304,-123.222196,2019,244,
Lake Fire,Mariposa,37.524378,-120.296551,2019,244,
Harte Fire,Alameda,37.708743,-121.841879,2019,240,
Kidder 2 Fire,Siskiyou,41.4929742,-123.2129356,2019,227,
Moose Fire,Mendocino,39.005262,-123.195306,2019,225,
Lopez Fire,San Luis Obispo,35.214364,-120.455883,2019,220,0
Wolf Fire ,Riverside,33.911,-116.980528,2019,214,
Madera Fire ,Madera,37.016944,-119.934167,2019,213,
Merced Fire ,Merced,37.312877,-120.242411,2019,210,
Malech Fire,Santa Clara,37.21638,-121.70768,2019,210,
Tejon Fire,Kern,34.9008333,-118.9183333,2019,208,
Lumgrey Fire,Siskiyou,39.28926,-121.85906,2019,207,
Milton Fire ,Stanislaus,37.944751,-120.84372,2019,202,
Hillside Fire,San Bernardino,34.183,-117.285,2019,200,
Cypress Complex,Contra Costa,37.99136,-121.64118,2019,200,
Olivas Fire,Ventura,34.23955,-119.20187,2019,200,
Dehesa Fire ,San Diego,32.787656,-116.806941,2019,200,
McMurray Fire,Santa Barbara,34.630919,-120.187368,2019,200,
Doyle Fire,Lassen,40.072739,-120.158273,2019,193,
Stuhr Fire ,Stanislaus,37.32585,-121.110146,2019,190,
Sargent Fire,Monterey,35.95191,-120.8092,2019,190,
Marshview Fire,Solano,38.158333,-122.118889,2019,183,
Vulcan Fire,Kern,35.03855,-119.19454,2019,172,
Bautista Fire,Riverside,33.635,-116.801111,2019,167,
Antelope Fire,San Benito,36.600167,-120.8405,2019,167,
York Fire,Kings,35.81778,-120.09715,2019,161,
Cottage Fire,Shasta,40.484329,-122.159393,2019,156,
Five Fire,Los Angeles,34.677864,-118.752395,2019,156,
Star Fire,San Bernardino,33.997528,-117.769766,2019,156,
Spruce Fire,Tulare,36.28001,-119.10974,2019,155,
Sky Fire ,Contra Costa,38.03545,-122.2241,2019,150,
Dehesa Fire,San Diego,32.767649,-116.796032,2019,150,
Dyer Fire,Placer,38.73817,-121.39419,2019,148,
Old Water Fire,San Bernardino,34.183624,-117.274276,2019,145,
Canyon Fire,Santa Clara,37.45899,-121.22093,2019,144,
Glencove Fire ,Solano,38.07205,-122.22463,2019,140,
Patterson Fire,Alameda,37.71734,-121.55867,2019,139,
Horse Fire,Lassen,40.562,-120.544,2019,131,
South Fire ,Ventura,34.366111,-118.96,2019,131,
R-1 Fire,Lassen,40.886677,-120.336977,2019,130,
Usal Fire,Mendocino,39.831762,-123.846013,2019,130,
Shady Fire,Riverside,33.650237,-116.172534,2019,130,
Reservoir Fire,Santa Clara,37.467744,-121.842751,2019,128,
Goose 2 Fire,Modoc,41.909,-120.306,2019,128,
Hill Fire,Fresno,36.66909,-119.3046,2019,121,
Weisgarber Fire,San Diego,33.39684,-117.29665,2019,120,
Bitter Fire ,San Luis Obispo,35.57376,-120.11738,2019,120,
Woody Fire,Kern,35.65189,-118.92545,2019,115,
West Fire ,Los Angeles,34.675542,-118.342239,2019,105,
Meadow Fire (Not a CAL FIRE incident),Modoc,41.43783,-120.23976,2019,103,
Range Fire,Santa Barbara,34.665699,-119.94974,2019,100,
Border Fire,San Diego,32.566389,-116.7525,2019,100,
Kennedy Fire,Riverside,33.900994,-117.170588,2019,98,
Sawday Fire ,San Diego,33.055124,-116.742508,2019,97,
Orange fire,Riverside,33.8128372,-117.1228851,2019,96,
Thompson Fire ,San Luis Obispo,35.004722,-120.435278,2019,95,
Toro Fire ,Riverside,33.740219,-117.333728,2019,94,
Wendy Fire,Ventura,34.156389,-118.950833,2019,91,
Bar Fire,Siskiyou,41.749667,-123.000833,2019,91,
Whiskey Fire,San Joaquin,37.962557,-121.468074,2019,90,
Trinity Fire,Shasta,40.41404,-122.66779,2019,90,
Country Fire,El Dorado,38.898915,-120.946657,2019,85,4
Browns Fire,Sacramento,38.3525,-121.123611,2019,84,
Tulloch Fire,Tuolumne,37.838333,-120.625556,2019,83,
Tree Fire,Siskiyou,41.834366,-122.656569,2019,83,
Timm Fire ,Solano,38.455,-121.969167,2019,81,
Milpas Fire,San Bernardino,34.42386,-117.10318,2019,81,
Meadow Fire,Riverside,33.514658,-116.7884,2019,81,
Nelson Fire ,Butte,39.551423,-121.800538,2019,80,
Ivy Fire,Riverside,33.77777348,-117.487578,2019,80,
Border 9 Fire,San Diego,32.57394,-116.760465,2019,80,
Sweigert Fire ,Santa Clara,37.433192,-121.807258,2019,80,
Lincoln Fire,Riverside,33.56938,-116.07896,2019,80,
Scott Fire,Yuba,39.24678,-121.32399,2019,80,
Scott Fire,Yuba,39.24678,-121.32399,2019,80,
Eagle Fire,Lake,39.100408,-122.496548,2019,75,
Coyote Fire,Santa Clara,37.18904,-121.694968,2019,74,
Levee Fire,Yuba,39.15641,-121.56363,2019,70,
Corning Fire ,Tehama,39.847708,-122.1604,2019,68,
Muir Fire,Marin,37.896231,-122.636471,2019,67,
Lynette Fire,Calaveras,38.20177,-120.827386,2019,67,
Jolon Fire,Monterey,35.906482,-120.992914,2019,66,
Sugar Fire,Placer,39.11536,-120.76088,2019,65,
Canyon Fire,Napa,38.481258,-122.143942,2019,64,
Elk Fire,Glenn,41.70611111,-123.4375,2019,63,
Paskenta Fire,Tehama,39.98097,-122.30737,2019,63,
Cabrillo Fire,San Mateo,37.166674,-122.361112,2019,62,
Bayliss Fire,Santa Clara,37.219717,-121.761974,2019,60,
Forbestown Fire,Butte,39.470333,-121.412333,2019,58,
Sellers Fire,Contra Costa,37.968494,-121.678172,2019,58,
Horse Fire,Lassen,40.387772,-120.304341,2019,55,
66 Fire,Riverside,33.57039,-116.1466,2019,55,
Oak Fire,Lake,38.955024,-122.833831,2019,53,1
Ranch Fire,San Luis Obispo,35.189783,-120.1755,2019,52,
Willow Fire,San Diego,32.87833333,-116.88,2019,52,
Copper Fire,San Diego,32.564583,-116.834583,2019,50,
Forest Fire,Contra Costa,37.97911,-122.11092,2019,50,
Prairie Fire ,Sacramento,38.622058,-121.114095,2019,50,
Ink Fire,Napa,38.63047,-122.47282,2019,50,
Meridian Fire,Butte,39.85484,-121.905,2019,50,
Aborn Fire,Santa Clara,37.32555556,-121.7644444,2019,47,
Springs Fire,Tulare,35.89593,-118.94106,2019,47,
Lower Fire,Shasta,40.46968,-122.54364,2019,46,
Paskenta Fire,Tehama,39.97083,-122.48277,2019,46,
Diversion Fire,Riverside,33.69078,-114.57265,2019,45,
Flood Fire ,San Joaquin,38.017138,-120.945044,2019,44,
Ardo Fire,Monterey,35.97059,-120.88241,2019,43,
Palisades Fire,Los Angeles,34.055768,-118.554091,2019,42,
Plains Fire,Shasta,40.4988,-122.19911,2019,42,
Far Fire,Yuba,39.06066,-121.35014,2019,38,
Jamieson Fire,Santa Clara,37.034183,-121.45597,2019,35,
Patterson Fire,El Dorado,38.652475,-120.826165,2019,35,
Community Fire,Siskiyou,41.838,-122.845,2019,35,
Calaveras Fire ,Santa Clara,37.44422,-121.84082,2019,35,
Redwood Fire,Riverside,33.854597,-117.270144,2019,34,
Yucca Fire,Riverside,33.4506,-116.857817,2019,34,
Heavy Range Fire,Yolo,39.171091,-121.423281,2019,33,
Yokohl Fire,Tulare,36.23012,-118.85712,2019,33,
Bitter Fire,San Luis Obispo,35.709176,-120.312856,2019,30,
Mare Fire,Solano,38.07944444,-122.2561111,2019,30,
Gilbert Fire,Shasta,40.55924,-122.25409,2019,30,
Ranch Fire,Shasta,40.41741,-122.767256,2019,30,
Mountain Fire,Alameda,37.75427,-121.57382,2019,30,
Girasol Fire,Riverside,0,0,2019,30,
Pilot Fire,Humboldt,40.61805556,-123.6755556,2019,30,
Point Fire ,Santa Clara,37.066483,-121.219163,2019,29,
Caliente Fire,Kern,35.287373,-118.623651,2019,29,
Glass Fire,Lake,38.910498,-122.642572,2019,28,
Otay Fire,San Diego,32.62305556,-116.9141667,2019,28,
Watt Fire,Placer,38.75263,-121.39259,2019,27,
Foothill Fire,Riverside,33.81678,-117.18194,2019,26,
Grove Fire,Lake,38.88913,-122.604425,2019,25,
Frame Fire,Fresno,36.154184,-120.634179,2019,25,
Border 10 Fire,Mexico,32.557546,-116.873955,2019,25,
Border 10 Fire,San Diego,32.557546,-116.873955,2019,25,
Bikeway Fire,Alameda,37.469,-121.3697,2019,25,
Bear Fire,Tulare,36.14246,-118.80582,2019,25,
Fellow Fire,Contra Costa,37.99837,-122.16201,2019,24,
Nelson Fire ,Solano,38.21416,-122.12214,2019,24,
Willow Fire,Contra Costa,38.02503,-121.9763,2019,23,
Border Fire,San Diego,32.557566,-116.8663,2019,22,
Preston Fire,Tuolumne,37.949747,-120.420058,2019,21,
Spring Fire ,Colusa,39.088333,-122.309167,2019,20,
Radio Fire,Riverside,33.909792,-117.004667,2019,20,
Golf Fire,Lake,38.99174,-122.7751,2019,20,
Gibbel Fire ,Riverside,33.69055556,-116.953889,2019,20,
Nuevo Fire,Riverside,33.80493,-117.15738,2019,20,
Sobrante Fire ,Riverside,33.849906,-117.461363,2019,19,
Warren Fire,Riverside,33.703546,-117.033598,2019,19,
Carroll Fire,Alameda,37.718636,-121.657011,2019,19,
Del Fire,Stanislaus,37.429506,-121.336465,2019,18,
Foster Fire ,San Benito,36.732866,-121.39478,2019,17,
Mines Fire,Santa Clara,37.494136,-121.534827,2019,17,
32 Fire,Butte,39.76242,-121.73659,2019,17,
Rocky Fire,Siskiyou,41.64895,-122.35962,2019,17,
Cow Fire,Shasta,40.612556,-122.039167,2019,16,
Greenstone Fire ,El Dorado,38.703889,-120.890556,2019,16,
Duzel Fire,Siskiyou,41.512917,-122.740333,2019,15,
Telephone Fire,San Bernardino,34.353667,-117.343833,2019,15,
Pauma Fire,San Diego,33.30267,-116.97772,2019,15,
Carson Fire,El Dorado,38.757636,-120.75664,2019,13,
Little Fire,Alameda,37.606,-121.853,2019,12,
Mayberry Fire ,Butte,39.32889,-121.23431,2019,12,
Beaumont Fire,San Bernardino,34.033117,-117.21545,2019,11,
Dales Fire,Tehama,40.314187,-122.070055,2019,11,
Bridge Fire,Stanislaus,37.492002,-120.401028,2019,11,
Mines Fire,Alameda,37.545167,-121.596667,2019,11,
Fairmont Fire,San Diego,32.762706,-117.097441,2019,10,
Inghram Fire,Tehama,39.847708,-122.160416,2019,10,1
Electra Fire,Amador,38.332083,-120.67131,2019,10,
Bailey Fire,Riverside,33.496633,-116.631106,2019,10,
Moms Fire ,Butte,39.423833,-121.579738,2019,10,
IronGate Fire,Siskiyou,41.94622,-122.40157,2019,10,
Cana Fire,Butte,39.83958,-121.957,2019,10,
Eagle Fire,Riverside,33.827979,-117.499619,2019,9,
Long Fire,Nevada,39.40972222,-121.0005556,2019,2,
Cashe Fire ,Yolo,38.734634,-121.729691,2019,,
Oak Fire,San Diego,33.351145,-117.403719,2019,,
Johnson Fire ,Riverside,33.45148,-116.05898,2019,,
